CustomerID,first_purchase,last_purchase,frequency,items_count,monetary,product_diversity,returned_orders,returned_items,return_rate,recency,tenure_days,aov,avg_days_between_orders,cluster_id,pca_x,pca_y,churn_risk_score,projected_clv_6m,projected_clv_12m,segment_persona,recommended_action
13352,2011-10-10 13:55:00,2011-10-10 13:55:00,1,321,397.98,24,1.0,6.0,50.0,60,60,397.98,60.0,2,-0.1598,-0.1254,34.6,135.35,260.28,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13354,2011-09-29 13:17:00,2011-09-29 13:17:00,1,604,743.53,51,0.0,0.0,0.0,71,71,743.53,71.0,1,-0.1642,-0.0788,37.0,243.58,468.42,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13355,2011-08-09 14:48:00,2011-08-09 14:48:00,1,314,674.7,32,0.0,0.0,0.0,122,122,674.7,122.0,1,-0.2465,-0.0182,48.4,135.41,260.4,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13356,2011-09-20 14:33:00,2011-09-20 14:33:00,1,325,768.24,42,0.0,0.0,0.0,80,80,768.24,80.0,1,-0.1805,-0.0632,39.0,243.69,468.63,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13357,2011-03-27 13:56:00,2011-03-27 13:56:00,1,321,609.4,85,0.0,0.0,0.0,257,257,609.4,257.0,1,-0.3593,0.0671,61.3,43.54,83.74,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13358,2011-03-16 11:52:00,2011-03-16 11:52:00,1,285,439.03,29,0.0,0.0,0.0,269,269,439.03,269.0,1,-0.3766,0.0587,61.3,29.97,57.63,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13359,2011-10-07 09:30:00,2011-10-07 09:30:00,1,161,439.56,23,1.0,2.0,50.0,64,64,439.56,64.0,2,-0.166,-0.1135,35.5,147.43,283.52,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13362,2011-02-25 11:33:00,2011-11-30 14:41:00,4,1382,3090.74,128,1.0,3.0,20.0,9,288,772.68,93.0,0,0.3444,-0.0534,11.4,451.17,867.63,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13363,2011-10-27 10:46:00,2011-11-22 12:40:00,2,710,992.5,47,0.0,0.0,0.0,18,44,496.25,26.0,2,0.1177,-0.1376,20.5,410.3,789.04,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13364,2011-09-29 18:13:00,2011-09-29 18:13:00,1,71,134.96,10,1.0,71.0,50.0,71,71,134.96,71.0,1,-0.2191,-0.1511,37.0,44.21,85.02,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13365,2011-05-06 12:00:00,2011-11-06 12:36:00,2,1247,2225.37,122,1.0,9.0,33.33,34,218,1112.68,184.0,2,0.0534,-0.0294,17.8,398.15,765.68,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13366,2011-10-20 13:37:00,2011-10-20 13:37:00,1,144,56.16,1,0.0,0.0,0.0,50,50,56.16,50.0,2,-0.1962,-0.2297,32.4,19.74,37.96,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13368,2011-01-06 12:32:00,2011-03-28 09:59:00,2,327,623.4,29,0.0,0.0,0.0,257,338,311.7,81.0,1,-0.283,0.1582,92.9,6.21,11.95,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13369,2010-12-09 11:30:00,2010-12-09 11:30:00,1,149,308.28,14,1.0,22.0,50.0,366,366,308.28,366.0,1,-0.4333,0.0808,61.3,15.47,29.74,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13370,2010-12-03 10:26:00,2010-12-03 10:26:00,1,343,754.87,39,1.0,7.0,50.0,372,372,754.87,372.0,1,-0.4068,0.1208,61.3,37.26,71.66,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13372,2011-09-11 12:46:00,2011-09-11 12:46:00,1,159,378.64,23,0.0,0.0,0.0,90,90,378.64,90.0,1,-0.2206,-0.0791,41.3,115.58,222.26,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13373,2011-03-08 14:35:00,2011-10-10 10:51:00,3,1651,3312.25,135,0.0,0.0,0.0,61,276,1104.08,107.5,3,0.0353,0.1207,28.3,408.29,785.17,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13375,2011-09-12 10:19:00,2011-09-12 10:19:00,1,442,778.65,37,1.0,1.0,50.0,89,89,778.65,89.0,1,-0.1957,-0.0499,41.0,238.89,459.4,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13376,2011-04-19 13:03:00,2011-09-01 16:16:00,3,493,1019.76,45,0.0,0.0,0.0,99,234,339.92,67.5,3,-0.0734,0.1285,51.4,100.5,193.26,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13379,2011-07-26 12:26:00,2011-11-13 13:45:00,3,601,572.56,85,0.0,0.0,0.0,26,137,190.85,55.5,2,0.1015,-0.0544,19.3,160.03,307.75,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13381,2011-02-14 10:10:00,2011-11-08 11:58:00,6,2029,3639.31,77,1.0,2.0,14.29,32,299,606.55,53.4,3,0.2359,0.1728,22.3,448.75,862.98,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13382,2011-03-04 10:03:00,2011-03-04 10:03:00,1,131,222.99,15,0.0,0.0,0.0,281,281,222.99,281.0,1,-0.4048,0.0353,61.3,14.57,28.02,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13384,2011-06-14 12:47:00,2011-11-09 11:04:00,7,2422,4151.93,123,2.0,7.0,22.22,31,179,593.13,24.7,3,0.2696,0.2044,32.5,742.91,1428.67,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13385,2011-01-14 09:52:00,2011-01-14 09:52:00,1,281,534.57,35,0.0,0.0,0.0,330,330,534.57,330.0,1,-0.4003,0.0917,61.3,29.75,57.21,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13388,2011-07-31 12:52:00,2011-07-31 12:52:00,2,282,677.1,35,1.0,1.0,33.33,131,131,338.55,0.0,1,-0.1813,0.0807,89.1,26.73,51.41,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13389,2011-04-21 12:12:00,2011-11-28 14:01:00,3,429,797.96,50,0.0,0.0,0.0,11,233,265.99,111.0,2,0.2321,-0.1385,11.9,143.17,275.32,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13390,2011-09-26 08:38:00,2011-09-26 08:38:00,1,224,544.08,13,0.0,0.0,0.0,75,75,544.08,75.0,1,-0.1822,-0.0855,37.9,175.69,337.87,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13391,2011-05-20 10:50:00,2011-05-20 10:50:00,1,4,59.8,1,0.0,0.0,0.0,204,204,59.8,204.0,1,-0.3998,-0.0588,61.3,5.38,10.35,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13394,2011-02-03 10:39:00,2011-12-08 11:36:00,8,2392,2520.02,124,2.0,177.0,20.0,2,310,315.0,44.0,0,0.6253,-0.077,9.4,349.46,672.05,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13395,2011-06-07 15:04:00,2011-06-07 15:04:00,1,336,307.72,21,0.0,0.0,0.0,185,185,307.72,185.0,1,-0.3329,-0.0014,61.3,30.54,58.74,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13396,2011-01-24 13:37:00,2011-11-10 16:59:00,2,600,1360.99,42,2.0,8.0,50.0,29,319,680.5,290.0,2,0.0603,-0.0689,15.9,170.25,327.41,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13397,2011-01-04 13:50:00,2011-09-28 10:56:00,5,430,1544.13,28,1.0,1.0,16.67,73,339,308.83,66.5,3,0.0601,0.1998,39.1,131.63,253.13,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13398,2011-05-31 13:17:00,2011-05-31 13:17:00,1,281,457.34,26,0.0,0.0,0.0,192,192,457.34,192.0,1,-0.3256,0.0198,61.3,43.74,84.12,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13402,2010-12-02 17:12:00,2011-08-04 15:51:00,2,479,621.23,32,0.0,0.0,0.0,127,372,310.62,245.0,1,-0.1795,0.0733,42.3,45.72,87.93,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13403,2011-11-22 08:28:00,2011-11-22 08:28:00,1,44,75.0,3,0.0,0.0,0.0,18,18,75.0,18.0,2,-0.041,-0.337,25.3,29.13,56.02,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
13404,2011-05-11 11:57:00,2011-12-08 15:37:00,2,111,252.49,11,0.0,0.0,0.0,1,213,126.24,212.0,0,0.4063,-0.468,8.8,51.3,98.65,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
13405,2011-01-26 09:27:00,2011-09-26 17:01:00,3,165,572.45,25,0.0,0.0,0.0,74,318,190.82,122.0,3,-0.0495,0.0691,31.7,58.34,112.19,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13410,2011-02-21 14:38:00,2011-11-15 15:33:00,5,518,1003.06,15,2.0,5.0,28.57,24,291,200.61,66.8,3,0.2066,0.0502,17.5,134.93,259.49,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13411,2011-08-24 13:57:00,2011-08-24 13:57:00,1,72,213.55,17,0.0,0.0,0.0,107,107,213.55,107.0,1,-0.2643,-0.0827,45.0,52.09,100.16,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13414,2011-02-16 12:13:00,2011-07-29 11:45:00,3,1574,1390.5,23,0.0,0.0,0.0,134,297,463.5,81.5,3,-0.1077,0.1779,62.4,83.53,160.63,At-Risk High Spenders,"High-priority win-back promotion, dedicated account check-in, special survey."
13416,2011-09-19 14:43:00,2011-10-27 08:56:00,2,142,712.5,11,0.0,0.0,0.0,44,81,356.25,37.0,2,-0.0205,-0.0473,34.2,243.79,468.82,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13417,2011-05-18 16:26:00,2011-12-05 08:49:00,2,162,640.83,26,0.0,0.0,0.0,5,205,320.42,200.0,2,0.2739,-0.2956,9.8,133.79,257.3,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
13419,2011-10-07 12:49:00,2011-10-07 12:49:00,1,275,221.06,16,0.0,0.0,0.0,64,64,221.06,64.0,2,-0.1881,-0.1426,35.5,74.14,142.58,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13420,2011-06-22 11:35:00,2011-07-13 08:48:00,2,101,159.85,8,2.0,13.0,50.0,150,171,79.92,21.0,1,-0.2477,0.0358,93.3,2.97,5.71,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13421,2011-02-22 15:46:00,2011-10-30 14:21:00,2,1128,1833.71,88,1.0,1.0,33.33,40,290,916.86,250.0,2,0.0238,-0.0184,18.9,243.33,467.94,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13422,2011-10-06 13:42:00,2011-10-06 13:42:00,1,1326,2626.3,127,1.0,5.0,50.0,64,64,2626.3,64.0,2,-0.1083,-0.0376,35.5,880.86,1693.96,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13425,2011-02-18 08:34:00,2011-08-23 17:13:00,3,1123,1624.21,66,0.0,0.0,0.0,108,295,541.4,93.5,3,-0.0711,0.1587,47.9,136.11,261.75,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13426,2010-12-15 12:43:00,2011-12-09 08:59:00,10,2245,3641.32,103,2.0,21.0,16.67,1,360,364.13,39.9,0,0.7345,-0.0658,9.0,436.75,839.9,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13427,2011-05-08 15:58:00,2011-11-20 13:02:00,3,545,582.6,25,0.0,0.0,0.0,19,215,194.2,98.0,2,0.1465,-0.09,14.6,109.81,211.17,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13428,2011-11-29 14:20:00,2011-11-29 14:20:00,1,151,201.78,70,0.0,0.0,0.0,10,10,201.78,10.0,2,0.0716,-0.3614,19.0,84.99,163.44,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
13429,2011-09-25 15:59:00,2011-11-29 09:10:00,4,1390,1006.8,55,0.0,0.0,0.0,11,75,251.7,21.3,0,0.2812,-0.079,16.5,437.15,840.68,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13430,2011-09-14 14:26:00,2011-11-21 08:19:00,2,751,679.45,48,2.0,13.0,50.0,19,86,339.72,67.0,2,0.0978,-0.1475,15.5,298.55,574.13,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
13431,2011-09-12 11:25:00,2011-10-03 13:49:00,2,672,1269.1,44,0.0,0.0,0.0,67,89,634.55,22.0,3,-0.0629,0.0271,66.8,219.1,421.34,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13434,2011-09-04 10:35:00,2011-09-26 14:30:00,2,300,534.24,9,0.0,0.0,0.0,74,97,267.12,23.0,1,-0.1053,0.0022,69.7,79.19,152.28,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13435,2011-06-03 17:07:00,2011-12-04 14:45:00,7,2129,3809.89,68,2.0,4.0,22.22,5,189,544.27,30.7,0,0.5143,-0.0018,11.2,849.38,1633.41,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13436,2011-12-08 10:33:00,2011-12-08 10:33:00,1,76,196.89,12,0.0,0.0,0.0,2,2,196.89,2.0,2,0.2628,-0.5196,10.3,91.84,176.61,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
13437,2011-06-02 14:30:00,2011-11-25 14:00:00,7,1283,3408.06,143,0.0,0.0,0.0,14,190,486.87,29.3,0,0.3752,0.1043,16.7,708.99,1363.44,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13439,2011-03-29 14:20:00,2011-03-29 14:20:00,1,242,283.71,54,0.0,0.0,0.0,255,255,283.71,255.0,1,-0.3828,0.0338,61.3,20.43,39.29,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13441,2011-09-09 09:38:00,2011-09-09 09:38:00,1,204,296.64,13,0.0,0.0,0.0,92,92,296.64,92.0,1,-0.2316,-0.0869,41.7,89.2,171.53,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13447,2011-11-04 10:10:00,2011-11-16 13:38:00,3,584,1129.14,55,1.0,7.0,25.0,23,36,376.38,6.5,3,0.1409,-0.0399,37.7,365.8,703.45,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13448,2010-12-01 10:52:00,2011-11-23 12:33:00,6,1648,3534.69,137,4.0,22.0,40.0,17,374,589.12,71.4,0,0.3245,0.0983,14.6,382.98,736.5,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13449,2011-11-16 08:28:00,2011-11-16 08:28:00,1,222,291.88,19,0.0,0.0,0.0,24,24,291.88,24.0,2,-0.0379,-0.2465,26.6,111.4,214.24,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
13450,2011-05-05 19:48:00,2011-11-13 11:54:00,6,1982,2043.72,32,0.0,0.0,0.0,27,218,340.62,38.2,3,0.2415,0.1284,22.7,343.86,661.27,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13451,2011-01-09 15:35:00,2011-11-13 15:58:00,5,2128,2898.26,315,1.0,6.0,16.67,26,334,579.65,77.0,3,0.2295,0.1046,17.7,338.86,651.66,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13452,2011-03-14 11:38:00,2011-03-25 14:19:00,2,2,590.0,1,0.0,0.0,0.0,259,271,295.0,12.0,1,-0.2859,0.1568,98.0,2.07,3.97,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13453,2011-02-23 09:44:00,2011-06-27 09:34:00,2,134,356.98,16,0.0,0.0,0.0,166,290,178.49,124.0,1,-0.2367,0.082,64.0,21.03,40.44,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13455,2010-12-08 13:11:00,2011-11-15 11:21:00,2,354,1058.34,42,2.0,9.0,50.0,25,366,529.17,341.0,2,0.0734,-0.0969,14.7,117.04,225.07,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13456,2011-05-16 15:34:00,2011-11-22 09:18:00,6,765,1766.72,43,1.0,9.0,14.29,18,207,294.45,37.8,0,0.2941,0.0753,17.6,333.7,641.73,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13458,2010-12-15 12:05:00,2011-12-02 15:29:00,14,5508,9646.57,242,8.0,48.0,36.36,7,360,689.04,27.2,0,0.6189,0.2123,12.6,1111.26,2137.05,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13460,2011-10-21 09:50:00,2011-11-10 17:17:00,2,286,183.44,16,0.0,0.0,0.0,29,50,91.72,21.0,2,-0.0043,-0.1539,34.3,62.67,120.52,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
13461,2011-06-29 10:23:00,2011-11-01 09:01:00,3,1170,1445.0,14,0.0,0.0,0.0,39,164,481.67,62.5,3,0.0733,0.0324,24.2,316.91,609.44,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13462,2011-04-01 11:20:00,2011-04-01 11:20:00,1,62,151.5,9,1.0,1.0,50.0,253,253,151.5,253.0,1,-0.4018,0.0063,61.3,11.0,21.15,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13464,2011-10-12 15:01:00,2011-10-12 15:01:00,1,403,674.68,41,0.0,0.0,0.0,58,58,674.68,58.0,2,-0.1379,-0.107,34.1,231.2,444.61,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13466,2011-06-08 16:39:00,2011-06-08 16:39:00,1,259,307.9,17,1.0,1.0,50.0,184,184,307.9,184.0,1,-0.3321,-0.0021,61.3,30.73,59.09,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13467,2011-11-03 16:56:00,2011-11-29 10:01:00,2,580,1071.91,89,0.0,0.0,0.0,11,36,535.96,25.0,2,0.1881,-0.1899,15.6,470.44,904.7,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13470,2011-08-16 17:06:00,2011-09-01 14:57:00,2,100,165.0,7,0.0,0.0,0.0,99,115,82.5,16.0,1,-0.1857,-0.0127,81.8,12.39,23.83,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13471,2011-10-23 13:10:00,2011-12-08 15:44:00,4,1583,2501.84,214,0.0,0.0,0.0,1,47,625.46,15.3,0,0.5755,-0.2571,9.3,1179.97,2269.17,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13473,2011-01-11 08:45:00,2011-10-10 11:20:00,2,266,422.64,21,1.0,6.0,33.33,61,333,211.32,272.0,2,-0.0847,-0.0307,24.2,45.65,87.79,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13474,2011-04-17 13:53:00,2011-04-17 13:53:00,1,129,226.84,59,0.0,0.0,0.0,236,236,226.84,236.0,1,-0.3786,0.015,61.3,17.65,33.94,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13475,2011-02-14 12:36:00,2011-06-01 13:52:00,4,1012,1431.78,64,0.0,0.0,0.0,191,299,357.94,36.0,3,-0.1173,0.2714,98.0,4.54,8.74,At-Risk High Spenders,"High-priority win-back promotion, dedicated account check-in, special survey."
13476,2011-03-03 14:43:00,2011-06-14 12:00:00,2,417,1238.47,56,2.0,3.0,50.0,179,281,619.24,102.0,1,-0.2076,0.1438,74.3,53.75,103.36,At-Risk High Spenders,"High-priority win-back promotion, dedicated account check-in, special survey."
13477,2011-02-21 12:29:00,2011-11-02 12:04:00,6,1021,1454.58,57,2.0,3.0,25.0,38,292,242.43,50.8,3,0.1815,0.1541,25.8,175.39,337.28,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13479,2011-04-19 11:27:00,2011-05-23 10:45:00,2,134,300.95,14,1.0,1.0,33.33,201,235,150.48,34.0,1,-0.2703,0.0978,98.0,1.22,2.34,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13481,2011-03-28 09:07:00,2011-10-25 09:07:00,5,1142,1804.56,98,3.0,15.0,37.5,46,257,360.91,52.8,3,0.1322,0.1515,29.4,235.22,452.35,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13482,2011-04-21 17:03:00,2011-04-21 17:03:00,1,116,184.64,11,0.0,0.0,0.0,232,232,184.64,232.0,1,-0.3827,0.0042,61.3,14.61,28.1,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13483,2011-10-05 11:53:00,2011-10-05 11:53:00,1,160,140.34,10,0.0,0.0,0.0,66,66,140.34,66.0,1,-0.2072,-0.1582,35.9,46.78,89.96,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13484,2011-04-12 16:30:00,2011-04-12 16:30:00,1,44,313.8,8,0.0,0.0,0.0,241,241,313.8,241.0,1,-0.3712,0.0312,61.3,23.91,45.98,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13485,2011-04-20 13:58:00,2011-04-20 13:58:00,1,277,454.24,23,0.0,0.0,0.0,233,233,454.24,233.0,1,-0.3543,0.0428,61.3,35.8,68.85,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13486,2011-07-07 17:19:00,2011-09-22 13:13:00,3,669,1122.41,69,0.0,0.0,0.0,78,155,374.14,38.5,3,-0.0354,0.104,56.5,149.47,287.44,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13487,2010-12-21 14:54:00,2011-10-13 12:07:00,3,265,575.4,26,0.0,0.0,0.0,58,353,191.8,147.5,3,-0.0139,0.0403,25.5,57.62,110.81,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13488,2010-12-07 13:01:00,2011-11-22 14:41:00,13,4518,8968.31,271,4.0,6.0,23.53,17,367,689.87,29.2,0,0.4838,0.292,18.7,942.7,1812.88,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13489,2011-02-18 10:42:00,2011-08-26 13:16:00,4,560,449.52,11,0.0,0.0,0.0,105,295,112.38,63.3,3,-0.0669,0.1503,56.2,31.67,60.9,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
13491,2010-12-02 14:30:00,2011-10-19 08:32:00,10,903,1215.82,73,0.0,0.0,0.0,52,372,121.58,35.6,3,0.2146,0.2841,40.8,91.81,176.55,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13494,2011-02-01 11:58:00,2011-02-01 11:58:00,1,162,316.26,18,0.0,0.0,0.0,312,312,316.26,312.0,1,-0.409,0.0627,61.3,18.61,35.8,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13495,2010-12-06 15:14:00,2011-12-02 11:21:00,5,829,2044.87,34,1.0,15.0,16.67,8,368,408.97,90.0,0,0.3806,-0.0431,11.1,234.4,450.76,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13496,2010-12-15 10:17:00,2011-11-29 10:58:00,2,341,653.33,28,1.0,12.0,33.33,11,360,326.67,349.0,2,0.1721,-0.2109,11.2,76.47,147.06,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
13497,2010-12-06 11:37:00,2011-03-02 09:04:00,2,163,348.05,19,1.0,4.0,33.33,283,369,174.02,86.0,1,-0.316,0.1451,93.7,2.82,5.42,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13499,2011-03-15 08:52:00,2011-11-22 11:21:00,5,1365,1159.11,31,2.0,7.0,28.57,18,270,231.82,63.0,3,0.2518,0.0231,15.3,172.53,331.8,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13500,2011-08-09 12:20:00,2011-11-16 15:35:00,3,609,1166.77,60,1.0,24.0,25.0,23,123,388.92,50.0,3,0.1419,-0.0385,18.5,366.83,705.45,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13502,2011-01-20 09:03:00,2011-11-23 10:39:00,3,264,292.0,17,0.0,0.0,0.0,17,324,97.33,153.5,2,0.1398,-0.1321,13.3,37.07,71.3,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13503,2011-09-29 13:23:00,2011-09-29 13:23:00,1,248,216.85,17,0.0,0.0,0.0,71,71,216.85,71.0,1,-0.2039,-0.1311,37.0,71.04,136.62,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13504,2011-10-06 13:20:00,2011-10-06 13:20:00,1,178,295.93,22,0.0,0.0,0.0,64,64,295.93,64.0,2,-0.1788,-0.1303,35.5,99.25,190.87,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13506,2010-12-05 12:15:00,2011-01-27 13:53:00,2,324,458.52,26,1.0,3.0,33.33,316,370,229.26,54.0,1,-0.3234,0.1701,98.0,1.18,2.26,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13507,2011-07-17 11:50:00,2011-12-06 13:13:00,4,1597,2479.16,146,0.0,0.0,0.0,3,146,619.79,47.7,0,0.4728,-0.1736,9.7,727.57,1399.18,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13508,2011-04-10 11:58:00,2011-04-10 11:58:00,1,24,110.97,12,0.0,0.0,0.0,244,244,110.97,244.0,1,-0.4064,-0.0112,61.3,8.35,16.06,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13509,2011-02-28 13:27:00,2011-12-01 10:10:00,7,1106,979.72,27,0.0,0.0,0.0,9,284,139.96,45.8,0,0.3949,0.0023,12.4,143.39,275.75,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
13510,2011-06-09 09:32:00,2011-12-08 13:46:00,4,1386,1791.56,86,1.0,4.0,20.0,1,184,447.89,61.0,0,0.5647,-0.2712,8.9,420.89,809.4,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
13512,2011-03-24 10:03:00,2011-03-24 10:03:00,1,143,251.21,15,0.0,0.0,0.0,261,261,251.21,261.0,1,-0.3901,0.0314,61.3,17.67,33.99,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
13513,2011-08-05 11:50:00,2011-08-05 11:50:00,1,109,205.1,10,0.0,0.0,0.0,127,127,205.1,127.0,1,-0.2907,-0.0638,49.5,38.7,74.42,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
13514,2011-09-27 09:39:00,2011-09-27 09:39:00,1,40,152.2,4,0.0,0.0,0.0,74,74,152.2,74.0,1,-0.2213,-0.1411,37.7,49.31,94.82,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
